airpressure,rain,rdesc,winddirect,windpower,temperature,humidity,windspeed,rcode,feelst,updatetime,phenomena,Date,Hour
9999,0,Success,9999,微风,3.2,73,,200,1.7,2023/2/16 08:05,晴,20230216,8
9999,0,Success,东南风,微风,5,52,,200,3.1,2023/2/16 09:05,晴,20230216,9
9999,0,Success,东北风,微风,6.4,46,,200,4.6,2023/2/16 10:05,晴,20230216,10
9999,0,Success,西南风,微风,8.2,42,,200,5.8,2023/2/16 11:05,晴,20230216,11
9999,0,Success,东南风,微风,9.8,36,,200,7.5,2023/2/16 12:05,晴,20230216,12
9999,0,Success,西风,微风,10.7,33,,200,8.9,2023/2/16 13:05,晴,20230216,13
9999,0,Success,东北风,微风,11.4,34,,200,9.6,2023/2/16 14:05,晴,20230216,14
9999,0,Success,西北风,微风,11,34,,200,9.1,2023/2/16 15:05,晴,20230216,15
9999,0,Success,东北风,微风,10.5,35,,200,8.1,2023/2/16 16:05,晴,20230216,16
9999,0,Success,东北风,微风,9.6,48,,200,7.9,2023/2/16 17:05,晴,20230216,17
9999,0,Success,东北风,微风,8,58,,200,6,2023/2/16 18:05,晴,20230216,18
9999,0,Success,东北风,微风,7,63,,200,5.4,2023/2/16 19:05,晴,20230216,19
9999,0,Success,东北风,微风,6.2,64,,200,4.3,2023/2/16 20:05,晴,20230216,20
9999,0,Success,东北风,微风,6.1,71,,200,4.2,2023/2/16 21:05,晴,20230216,21
9999,0,Success,西北风,微风,6.2,75,,200,4.7,2023/2/16 22:05,晴,20230216,22
9999,0,Success,9999,微风,6.3,77,,200,4.9,2023/2/16 23:05,多云,20230216,23
9999,0,Success,西北风,微风,6.4,77,,200,4.9,2023/2/17 00:05,多云,20230217,0
9999,0,Success,西北风,微风,6.5,77,,200,5.1,2023/2/17 01:05,多云,20230217,1
9999,0,Success,东北风,微风,6.6,79,,200,5.2,2023/2/17 02:05,多云,20230217,2
9999,0,Success,东北风,微风,6.8,79,,200,5.3,2023/2/17 03:05,多云,20230217,3
9999,0,Success,东南风,微风,6.8,80,,200,5.4,2023/2/17 04:05,多云,20230217,4
9999,0,Success,9999,微风,6.9,81,,200,5.7,2023/2/17 05:05,多云,20230217,5
9999,0,Success,9999,微风,7,81,,200,5.7,2023/2/17 06:05,多云,20230217,6
9999,0,Success,9999,微风,7.1,82,,200,5.8,2023/2/17 07:05,多云,20230217,7
9999,0,Success,9999,微风,7.3,81,,200,6,2023/2/17 08:05,多云,20230217,8
9999,0,Success,东北风,微风,8,78,,200,6.3,2023/2/17 09:05,多云,20230217,9
9999,0,Success,东北风,微风,8.5,75,,200,7.1,2023/2/17 10:05,多云,20230217,10
9999,0,Success,东南风,微风,9.1,70,,200,7.7,2023/2/17 11:05,晴,20230217,11
9999,0,Success,东北风,微风,9.7,67,,200,8.2,2023/2/17 12:05,晴,20230217,12
9999,0,Success,东北风,微风,10.8,62,,200,9.3,2023/2/17 13:05,晴,20230217,13
9999,0,Success,东南风,微风,11.3,56,,200,9.3,2023/2/17 14:05,晴,20230217,14
9999,0,Success,东北风,微风,11.9,53,,200,10.3,2023/2/17 15:05,晴,20230217,15
9999,0,Success,9999,微风,12.3,52,,200,11.1,2023/2/17 16:05,晴,20230217,16
9999,0,Success,东南风,微风,12.4,48,,200,10.8,2023/2/17 17:05,晴,20230217,17
9999,0,Success,9999,微风,11.4,53,,200,10.2,2023/2/17 18:05,晴,20230217,18
9999,0,Success,东南风,微风,11.2,50,,200,9.5,2023/2/17 19:05,晴,20230217,19
9999,0,Success,9999,微风,11.1,54,,200,9.9,2023/2/17 20:05,晴,20230217,20
9999,0,Success,9999,微风,10.6,64,,200,9.5,2023/2/17 21:05,晴,20230217,21
9999,0,Success,9999,微风,10.7,70,,200,9.6,2023/2/17 22:05,晴,20230217,22
9999,0,Success,9999,微风,10.7,74,,200,9.6,2023/2/17 23:05,晴,20230217,23
9999,0,Success,9999,微风,10.4,81,,200,9.5,2023/2/18 00:05,晴,20230218,0
9999,0,Success,9999,微风,10.6,83,,200,9.6,2023/2/18 01:05,晴,20230218,1
9999,0,Success,9999,微风,10.7,85,,200,9.8,2023/2/18 02:05,多云,20230218,2
9999,0,Success,东南风,微风,11,87,,200,9.6,2023/2/18 03:05,多云,20230218,3
9999,0,Success,9999,微风,10.8,89,,200,10,2023/2/18 04:05,多云,20230218,4
9999,0,Success,9999,微风,10.6,91,,200,9.8,2023/2/18 05:05,多云,20230218,5
9999,0,Success,9999,微风,10.7,93,,200,9.8,2023/2/18 06:05,多云,20230218,6
9999,0,Success,9999,微风,10.4,95,,200,9.7,2023/2/18 07:05,多云,20230218,7
9999,0,Success,9999,微风,11.2,92,,200,10.4,2023/2/18 08:05,晴,20230218,8
9999,0,Success,9999,微风,12,86,,200,11.1,2023/2/18 09:05,晴,20230218,9
9999,0,Success,9999,微风,13.5,76,,200,12.7,2023/2/18 10:05,晴,20230218,10
9999,0,Success,西北风,微风,16.8,60,,200,15.7,2023/2/18 11:05,晴,20230218,11
9999,0,Success,西南风,微风,19.2,50,,200,18.2,2023/2/18 12:05,晴,20230218,12
9999,0,Success,西南风,微风,20.4,45,,200,19.5,2023/2/18 13:05,晴,20230218,13
9999,0,Success,西南风,微风,21,40,,200,20,2023/2/18 14:05,晴,20230218,14
9999,0,Success,西南风,微风,20.7,45,,200,19.8,2023/2/18 15:05,晴,20230218,15
9999,0,Success,西南风,微风,19.6,48,,200,18.7,2023/2/18 16:05,晴,20230218,16
9999,0,Success,9999,微风,18.3,51,,200,17.5,2023/2/18 17:05,多云,20230218,17
9999,0,Success,东南风,微风,17.4,56,,200,16.3,2023/2/18 18:05,多云,20230218,18
9999,0,Success,西北风,微风,15.8,55,,200,14.5,2023/2/18 19:05,多云,20230218,19
9999,0,Success,东北风,微风,14.9,63,,200,13.5,2023/2/18 20:05,多云,20230218,20
9999,0,Success,西北风,微风,13.6,65,,200,12.1,2023/2/18 21:05,多云,20230218,21
9999,0,Success,西北风,微风,13.3,70,,200,12.1,2023/2/18 22:05,多云,20230218,22
9999,0,Success,西北风,微风,12.6,69,,200,11.3,2023/2/18 23:05,多云,20230218,23
9999,0.1,Success,西北风,微风,11.2,85,,200,9.9,2023/2/19 00:05,小雨,20230219,0
9999,0.4,Success,东南风,微风,10.5,90,,200,9.5,2023/2/19 01:05,小雨,20230219,1
9999,0,Success,9999,微风,10.4,92,,200,9.5,2023/2/19 02:05,阴,20230219,2
9999,0,Success,西南风,微风,10.4,89,,200,9.3,2023/2/19 03:05,阴,20230219,3
9999,0,Success,9999,微风,10.4,85,,200,9.4,2023/2/19 04:05,阴,20230219,4
9999,0,Success,西北风,微风,10.6,83,,200,9.5,2023/2/19 05:05,阴,20230219,5
9999,0,Success,东南风,微风,10.7,81,,200,9.6,2023/2/19 06:05,阴,20230219,6
9999,0,Success,西北风,微风,10.6,77,,200,9.1,2023/2/19 07:05,阴,20230219,7
9999,0,Success,东北风,微风,10.2,74,,200,8.7,2023/2/19 08:05,多云,20230219,8
9999,0,Success,东北风,微风,9.5,58,,200,7.4,2023/2/19 09:05,多云,20230219,9
9999,0,Success,东北风,微风,9.7,58,,200,7.6,2023/2/19 10:05,多云,20230219,10
9999,0,Success,东南风,微风,10.3,60,,200,8.3,2023/2/19 11:05,多云,20230219,11
9999,0,Success,西北风,微风,10.4,50,,200,8.7,2023/2/19 12:05,多云,20230219,12
9999,0,Success,9999,微风,10.7,50,,200,9.3,2023/2/19 13:05,多云,20230219,13
9999,0,Success,东南风,微风,10.3,43,,200,8.3,2023/2/19 14:05,多云,20230219,14
9999,0,Success,西北风,微风,10.4,46,,200,8.4,2023/2/19 15:05,多云,20230219,15
9999,0,Success,西南风,微风,10,43,,200,7.8,2023/2/19 16:05,多云,20230219,16
9999,0,Success,西南风,微风,9.5,41,,200,7.6,2023/2/19 17:05,多云,20230219,17
9999,0,Success,9999,微风,9,44,,200,7.5,2023/2/19 18:05,多云,20230219,18
9999,0,Success,东北风,微风,8.1,54,,200,5.8,2023/2/19 19:05,多云,20230219,19
9999,0,Success,东南风,微风,7.1,60,,200,5.1,2023/2/19 20:05,晴,20230219,20
9999,0,Success,东北风,微风,6.7,62,,200,4.8,2023/2/19 21:05,晴,20230219,21
9999,0,Success,东北风,微风,6.1,61,,200,4.2,2023/2/19 22:05,晴,20230219,22
9999,0,Success,西北风,微风,5.8,60,,200,4.1,2023/2/19 23:05,晴,20230219,23
9999,0,Success,东北风,微风,5.2,60,,200,2.7,2023/2/20 00:05,晴,20230220,0
9999,0,Success,东南风,微风,4.9,61,,200,3,2023/2/20 01:05,晴,20230220,1
9999,0,Success,9999,微风,4.7,58,,200,3,2023/2/20 02:05,晴,20230220,2
9999,0,Success,9999,微风,4.6,53,,200,2.8,2023/2/20 03:05,晴,20230220,3
9999,0,Success,西北风,微风,4.7,54,,200,2.7,2023/2/20 04:05,晴,20230220,4
9999,0,Success,9999,微风,4.6,55,,200,2.9,2023/2/20 05:05,晴,20230220,5
9999,0,Success,9999,微风,4.2,61,,200,2.5,2023/2/20 06:05,晴,20230220,6
9999,0,Success,9999,微风,4,70,,200,2.4,2023/2/20 07:05,晴,20230220,7
9999,0,Success,西南风,微风,4.9,66,,200,3.2,2023/2/20 08:05,晴,20230220,8
9999,0,Success,东北风,微风,7.5,43,,200,5.5,2023/2/20 09:05,晴,20230220,9
9999,0,Success,东南风,微风,8.8,27,,200,6,2023/2/20 10:05,晴,20230220,10
9999,0,Success,西北风,微风,10.9,22,,200,8.9,2023/2/20 11:05,晴,20230220,11
9999,0,Success,东北风,微风,11.7,21,,200,9.4,2023/2/20 12:05,晴,20230220,12
9999,0,Success,东北风,微风,12,22,,200,9.8,2023/2/20 13:05,晴,20230220,13
9999,0,Success,东北风,微风,12.4,20,,200,10.1,2023/2/20 14:05,晴,20230220,14
9999,0,Success,东北风,微风,11.7,22,,200,9.6,2023/2/20 15:05,晴,20230220,15
9999,0,Success,西北风,微风,11.8,22,,200,10,2023/2/20 16:05,晴,20230220,16
9999,0,Success,东南风,微风,11.1,21,,200,9.2,2023/2/20 17:05,晴,20230220,17
9999,0,Success,东南风,微风,10.3,25,,200,8.3,2023/2/20 18:05,晴,20230220,18
9999,0,Success,西南风,微风,9.5,34,,200,7.7,2023/2/20 19:05,晴,20230220,19
9999,0,Success,东北风,微风,8.2,40,,200,6.1,2023/2/20 20:05,晴,20230220,20
9999,0,Success,东北风,微风,7.4,54,,200,5.4,2023/2/20 21:05,晴,20230220,21
9999,0,Success,东北风,微风,7.1,71,,200,4.9,2023/2/20 22:05,晴,20230220,22
9999,0,Success,东北风,微风,7,70,,200,5.1,2023/2/20 23:05,晴,20230220,23
9999,0,Success,东北风,微风,6.8,68,,200,5,2023/2/21 00:05,晴,20230221,0
9999,0,Success,东北风,微风,6.4,64,,200,4.2,2023/2/21 01:05,晴,20230221,1
1034,0,Success,东南风,微风,6,60,,200,3.7,2023/2/21 02:00,晴,20230221,2
9999,0,Success,东北风,微风,5.6,57,,200,3.6,2023/2/21 03:05,晴,20230221,3
9999,0,Success,东北风,微风,5.1,54,,200,2.9,2023/2/21 04:05,晴,20230221,4
9999,0,Success,东北风,微风,4.7,54,,200,2.1,2023/2/21 05:05,晴,20230221,5
9999,0,Success,东南风,微风,4.4,54,,200,1.9,2023/2/21 06:05,晴,20230221,6
9999,0,Success,东南风,微风,4.5,52,,200,1.8,2023/2/21 07:05,晴,20230221,7
9999,0,Success,东北风,微风,4.9,52,,200,2.8,2023/2/21 08:05,晴,20230221,8
9999,0,Success,东北风,微风,5.4,52,,200,3.4,2023/2/21 09:05,晴,20230221,9
9999,0,Success,东南风,微风,5.4,54,,200,3.2,2023/2/21 10:05,晴,20230221,10
9999,0,Success,东北风,微风,5.8,46,,200,3.7,2023/2/21 11:05,多云,20230221,11
9999,0,Success,西北风,微风,6.6,47,,200,4.2,2023/2/21 12:05,多云,20230221,12
9999,0,Success,西北风,微风,6.5,47,,200,4.5,2023/2/21 13:05,多云,20230221,13
9999,0,Success,东北风,微风,6.5,48,,200,4.2,2023/2/21 14:05,多云,20230221,14
9999,0,Success,东北风,微风,6.6,47,,200,4.3,2023/2/21 15:05,多云,20230221,15
9999,0,Success,西北风,微风,6.5,51,,200,4.6,2023/2/21 16:05,多云,20230221,16
9999,0,Success,东北风,微风,6,55,,200,3.7,2023/2/21 17:10,多云,20230221,17
9999,0,Success,东北风,微风,5.8,54,,200,3.7,2023/2/21 18:05,多云,20230221,18
9999,0,Success,西北风,微风,5.6,56,,200,3.6,2023/2/21 19:05,多云,20230221,19
9999,0,Success,东北风,微风,5.5,56,,200,3.4,2023/2/21 20:05,多云,20230221,20
9999,0,Success,东北风,微风,5.4,57,,200,3.2,2023/2/21 21:05,多云,20230221,21
9999,0,Success,东北风,微风,5.3,60,,200,3.4,2023/2/21 22:05,多云,20230221,22
9999,0,Success,东北风,微风,5.3,58,,200,3.3,2023/2/21 23:05,多云,20230221,23
9999,0,Success,西北风,微风,5.3,55,,200,3.3,2023/2/22 00:05,多云,20230222,0
9999,0,Success,9999,微风,5.4,55,,200,3.7,2023/2/22 01:05,多云,20230222,1
9999,0,Success,东北风,微风,5.4,58,,200,3.3,2023/2/22 02:05,多云,20230222,2
9999,0,Success,西北风,微风,5.3,57,,200,3.5,2023/2/22 03:05,多云,20230222,3
9999,0,Success,东北风,微风,5.3,57,,200,3.5,2023/2/22 04:05,多云,20230222,4
9999,0,Success,东北风,微风,5.4,61,,200,3.7,2023/2/22 05:05,多云,20230222,5
9999,0,Success,东北风,微风,5.4,61,,200,3.4,2023/2/22 06:05,多云,20230222,6
9999,0,Success,9999,微风,5.4,58,,200,3.7,2023/2/22 07:05,多云,20230222,7
1032,0,Success,东北风,微风,5.8,57,,200,3.9,2023/2/22 08:00,多云,20230222,8
Empty result,202,,,,,,,,,,,20230222,9
9999,0,Success,东北风,微风,6.8,55,,200,4.7,2023/2/22 10:05,多云,20230222,10
9999,0,Success,西北风,微风,7.1,55,,200,5,2023/2/22 11:05,晴,20230222,11
1030,0,Success,东南风,微风,7.5,55,,200,5.8,2023/2/22 12:00,晴,20230222,12
9999,0,Success,西北风,微风,8,54,,200,6.2,2023/2/22 13:10,晴,20230222,13
9999,0,Success,东北风,微风,8.3,55,,200,6.4,2023/2/22 14:05,多云,20230222,14
9999,0,Success,东南风,微风,7.7,57,,200,5.4,2023/2/22 15:05,多云,20230222,15
9999,0,Success,9999,微风,7.7,57,,200,6.2,2023/2/22 16:05,多云,20230222,16
9999,0,Success,西北风,微风,7.4,58,,200,5.8,2023/2/22 17:05,多云,20230222,17
9999,0,Success,9999,微风,7.2,60,,200,5.7,2023/2/22 18:05,多云,20230222,18
9999,0,Success,东北风,微风,6.8,63,,200,5.1,2023/2/22 19:05,多云,20230222,19
1028,0,Success,东北风,微风,6.5,63,,200,4.5,2023/2/22 20:00,多云,20230222,20
9999,0,Success,东北风,微风,6.2,66,,200,4.4,2023/2/22 21:05,多云,20230222,21
1028,0,Success,东北风,微风,6.3,66,,200,4.6,2023/2/22 22:00,多云,20230222,22
9999,0,Success,东北风,微风,6.2,64,,200,4.5,2023/2/22 23:05,阴,20230222,23
9999,0,Success,东北风,微风,6.3,64,,200,4.4,2023/2/23 00:05,阴,20230223,0
9999,0,Success,9999,微风,6.3,65,,200,4.8,2023/2/23 01:05,阴,20230223,1
9999,0,Success,东北风,微风,6.3,66,,200,4.6,2023/2/23 02:05,阴,20230223,2
9999,0,Success,东北风,微风,6.3,70,,200,4.6,2023/2/23 03:05,阴,20230223,3
9999,0,Success,东北风,微风,6.3,72,,200,4.7,2023/2/23 04:05,阴,20230223,4
9999,0,Success,9999,微风,6.2,74,,200,4.8,2023/2/23 05:05,多云,20230223,5
9999,0,Success,9999,微风,6.1,77,,200,4.8,2023/2/23 06:05,多云,20230223,6
9999,0,Success,东北风,微风,6,78,,200,4.5,2023/2/23 07:05,多云,20230223,7
9999,0,Success,东北风,微风,6.1,80,,200,4.4,2023/2/23 08:05,多云,20230223,8
9999,0,Success,东南风,微风,6.6,77,,200,4.7,2023/2/23 09:10,多云,20230223,9
9999,0,Success,9999,微风,6.8,76,,200,5.5,2023/2/23 10:05,多云,20230223,10
9999,0,Success,东北风,微风,7,80,,200,5.4,2023/2/23 11:05,阴,20230223,11
9999,0,Success,东南风,微风,7.3,69,,200,5.4,2023/2/23 12:05,阴,20230223,12
9999,0,Success,东北风,微风,7.4,69,,200,5.9,2023/2/23 13:05,阴,20230223,13
9999,0,Success,东北风,微风,7.3,69,,200,5.2,2023/2/23 14:05,多云,20230223,14
9999,0,Success,西北风,微风,7.2,71,,200,5.5,2023/2/23 15:05,多云,20230223,15
9999,0,Success,东北风,微风,7.1,70,,200,5.4,2023/2/23 16:05,多云,20230223,16
9999,0,Success,9999,微风,7,69,,200,5.6,2023/2/23 17:05,多云,20230223,17
9999,0,Success,东北风,微风,7,71,,200,5.5,2023/2/23 18:05,多云,20230223,18
9999,0,Success,9999,微风,6.7,79,,200,5.5,2023/2/23 19:05,多云,20230223,19
1025,0.1,Success,东北风,微风,6.3,85,,200,4.9,2023/2/23 20:00,小雨,20230223,20
9999,0.9,Success,东北风,微风,5.7,94,,200,4.2,2023/2/23 21:05,小雨,20230223,21
9999,0.7,Success,东北风,微风,5.5,94,,200,4.1,2023/2/23 22:05,小雨,20230223,22
9999,0.1,Success,9999,微风,4.9,94,,200,3.7,2023/2/23 23:05,小雨,20230223,23
9999,0.1,Success,9999,微风,4.9,95,,200,3.7,2023/2/24 00:05,小雨,20230224,0
9999,1.4,Success,西风,微风,4.8,98,,200,3.5,2023/2/24 01:05,小雨,20230224,1
9999,0.8,Success,9999,微风,4.5,96,,200,3.4,2023/2/24 02:05,小雨,20230224,2
9999,0.6,Success,9999,微风,4.3,97,,200,3.2,2023/2/24 03:05,小雨,20230224,3
9999,0.4,Success,西北风,微风,4.1,97,,200,2.7,2023/2/24 04:05,小雨,20230224,4
9999,0.1,Success,东北风,微风,4,97,,200,2.5,2023/2/24 05:05,小雨,20230224,5
9999,0.1,Success,西北风,微风,4.2,96,,200,2.9,2023/2/24 06:05,小雨,20230224,6
9999,0.1,Success,9999,微风,4.3,96,,200,3.1,2023/2/24 07:05,小雨,20230224,7
9999,0,Success,西北风,微风,4.7,93,,200,3.2,2023/2/24 08:05,多云,20230224,8
9999,0,Success,西北风,微风,5.3,91,,200,3.8,2023/2/24 09:05,多云,20230224,9
9999,0,Success,西北风,微风,6,87,,200,4.4,2023/2/24 10:05,多云,20230224,10
9999,0,Success,东南风,微风,7.1,80,,200,5.2,2023/2/24 11:05,多云,20230224,11
9999,0,Success,西南风,微风,9.3,60,,200,7.4,2023/2/24 12:05,多云,20230224,12
9999,0,Success,西南风,微风,9.7,56,,200,8.2,2023/2/24 13:05,多云,20230224,13
9999,0,Success,东北风,微风,10.6,53,,200,8.9,2023/2/24 14:05,晴,20230224,14
9999,0,Success,西北风,微风,10.2,54,,200,8.1,2023/2/24 15:05,晴,20230224,15
9999,0,Success,东南风,微风,10.4,54,,200,8.7,2023/2/24 16:05,晴,20230224,16
9999,0,Success,9999,微风,10.1,58,,200,8.8,2023/2/24 17:05,多云,20230224,17
9999,0,Success,西北风,微风,9.3,57,,200,7.7,2023/2/24 18:05,多云,20230224,18
9999,0,Success,东北风,微风,8.5,50,,200,6.8,2023/2/24 19:05,多云,20230224,19
9999,0,Success,9999,微风,7.8,52,,200,6.3,2023/2/24 20:05,多云,20230224,20
9999,0,Success,9999,微风,7.2,54,,200,5.6,2023/2/24 21:05,多云,20230224,21
9999,0,Success,9999,微风,6.9,74,,200,5.5,2023/2/24 22:10,多云,20230224,22
9999,0,Success,东南风,微风,6.3,84,,200,4.9,2023/2/24 23:05,晴,20230224,23
9999,0,Success,9999,微风,6.4,88,,200,5.2,2023/2/25 00:05,晴,20230225,0
9999,0,Success,9999,微风,6.3,89,,200,5.2,2023/2/25 01:05,晴,20230225,1
9999,0,Success,西北风,微风,6.8,87,,200,5.4,2023/2/25 02:05,晴,20230225,2
9999,0,Success,东北风,微风,6.7,83,,200,5,2023/2/25 03:05,晴,20230225,3
9999,0,Success,9999,微风,6.4,82,,200,5.2,2023/2/25 04:05,晴,20230225,4
9999,0,Success,西北风,微风,6.3,82,,200,4.4,2023/2/25 05:05,晴,20230225,5
9999,0,Success,9999,微风,5.8,78,,200,4.4,2023/2/25 06:05,晴,20230225,6
9999,0,Success,9999,微风,5.5,74,,200,4.1,2023/2/25 07:05,晴,20230225,7
9999,0,Success,西南风,微风,6,65,,200,4,2023/2/25 08:05,晴,20230225,8
9999,0,Success,西北风,微风,6.3,60,,200,4.4,2023/2/25 09:05,晴,20230225,9
9999,0,Success,西南风,微风,7.7,56,,200,5.8,2023/2/25 10:05,晴,20230225,10
9999,0,Success,东北风,微风,8,48,,200,5.3,2023/2/25 11:05,晴,20230225,11
9999,0,Success,西北风,微风,9.4,39,,200,7,2023/2/25 12:50,晴,20230225,12
9999,0,Success,东北风,微风,9.5,36,,200,7.2,2023/2/25 13:40,晴,20230225,13
Empty result,202,,,,,,,,,,,20230225,14
9999,0,Success,东北风,微风,8.6,38,,200,6.3,2023/2/25 15:05,晴,20230225,15
9999,0,Success,西北风,微风,7.9,37,,200,5.7,2023/2/25 16:05,晴,20230225,16
9999,0,Success,东北风,微风,6.9,41,,200,4.5,2023/2/25 17:05,晴,20230225,17
9999,0,Success,东北风,微风,5.7,44,,200,3.1,2023/2/25 18:05,晴,20230225,18
9999,0,Success,东南风,微风,4.9,47,,200,3,2023/2/25 19:05,晴,20230225,19
9999,0,Success,东南风,微风,4.3,51,,200,2.2,2023/2/25 20:05,晴,20230225,20
9999,0,Success,西北风,微风,3.8,52,,200,1.6,2023/2/25 21:05,晴,20230225,21
9999,0,Success,西北风,微风,3.5,55,,200,1.2,2023/2/25 22:05,晴,20230225,22
9999,0,Success,西南风,微风,3.3,56,,200,1.3,2023/2/25 23:05,晴,20230225,23
9999,0,Success,东南风,微风,3.2,56,,200,1,2023/2/26 00:05,晴,20230226,0
9999,0,Success,9999,微风,3,58,,200,1.1,2023/2/26 01:05,晴,20230226,1
9999,0,Success,东北风,微风,2.9,59,,200,1,2023/2/26 02:05,晴,20230226,2
9999,0,Success,西北风,微风,2.8,60,,200,0.7,2023/2/26 03:05,晴,20230226,3
9999,0,Success,9999,微风,2.4,62,,200,0.6,2023/2/26 04:05,晴,20230226,4
9999,0,Success,9999,微风,2.5,61,,200,0.8,2023/2/26 05:05,晴,20230226,5
9999,0,Success,9999,微风,2.3,62,,200,0.6,2023/2/26 06:05,晴,20230226,6
9999,0,Success,9999,微风,2.3,69,,200,0.5,2023/2/26 07:05,晴,20230226,7
9999,0,Success,西南风,微风,2.9,66,,200,1.1,2023/2/26 08:05,晴,20230226,8
9999,0,Success,东北风,微风,5.9,49,,200,3.7,2023/2/26 09:05,晴,20230226,9
9999,0,Success,东北风,微风,7.2,45,,200,4.6,2023/2/26 10:05,晴,20230226,10
9999,0,Success,西北风,微风,7.9,42,,200,5.8,2023/2/26 11:05,晴,20230226,11
9999,0,Success,西北风,微风,9,42,,200,7.1,2023/2/26 12:05,晴,20230226,12
9999,0,Success,东南风,微风,8.7,39,,200,5.9,2023/2/26 13:05,晴,20230226,13
9999,0,Success,东南风,微风,9,38,,200,6.5,2023/2/26 14:05,晴,20230226,14
9999,0,Success,西南风,微风,9.4,38,,200,7.5,2023/2/26 15:10,晴,20230226,15
9999,0,Success,西北风,微风,9.2,38,,200,7.1,2023/2/26 16:05,晴,20230226,16
9999,0,Success,东南风,微风,8.8,38,,200,6.4,2023/2/26 17:05,晴,20230226,17
9999,0,Success,东南风,微风,7.9,48,,200,5.8,2023/2/26 18:05,晴,20230226,18
9999,0,Success,9999,微风,6.8,56,,200,5.2,2023/2/26 19:05,晴,20230226,19
9999,0,Success,东北风,微风,5.9,62,,200,4.2,2023/2/26 20:05,晴,20230226,20
9999,0,Success,东北风,微风,5.4,64,,200,3.7,2023/2/26 21:05,晴,20230226,21
9999,0,Success,东北风,微风,5,65,,200,3.2,2023/2/26 22:05,晴,20230226,22
9999,0,Success,9999,微风,4.7,66,,200,3.2,2023/2/26 23:05,晴,20230226,23
9999,0,Success,9999,微风,4.6,68,,200,3,2023/2/27 00:05,晴,20230227,0
9999,0,Success,9999,微风,4.1,70,,200,2.6,2023/2/27 01:05,晴,20230227,1
9999,0,Success,东北风,微风,3.8,72,,200,2.1,2023/2/27 02:05,晴,20230227,2
9999,0,Success,9999,微风,3.6,75,,200,2.1,2023/2/27 03:05,晴,20230227,3
9999,0,Success,9999,微风,3.4,77,,200,1.9,2023/2/27 04:05,晴,20230227,4
9999,0,Success,9999,微风,3.2,80,,200,1.8,2023/2/27 05:05,晴,20230227,5
9999,0,Success,9999,微风,3.1,80,,200,1.7,2023/2/27 06:05,晴,20230227,6
9999,0,Success,9999,微风,3.4,79,,200,1.8,2023/2/27 07:05,晴,20230227,7
9999,0,Success,北风,微风,4.8,71,,200,3,2023/2/27 08:05,晴,20230227,8
9999,0,Success,东北风,微风,6.6,61,,200,4.7,2023/2/27 09:05,晴,20230227,9
1037,0,Success,西北风,微风,7.8,54,,200,5.7,2023/2/27 10:00,晴,20230227,10
9999,0,Success,东北风,微风,9.9,50,,200,8,2023/2/27 11:05,晴,20230227,11
9999,0,Success,东北风,微风,10.5,49,,200,8.8,2023/2/27 12:05,晴,20230227,12
9999,0,Success,西南风,微风,11.2,43,,200,9.4,2023/2/27 13:05,晴,20230227,13
9999,9999,Success,东南风,微风,12.1,41,,200,10.3,2023/2/27 14:05,晴,20230227,14
9999,0,Success,东南风,微风,11.4,46,,200,9.4,2023/2/27 15:05,晴,20230227,15
9999,0,Success,西北风,微风,11.3,45,,200,9.3,2023/2/27 16:05,晴,20230227,16
9999,0,Success,东北风,微风,10.4,51,,200,8.1,2023/2/27 17:05,晴,20230227,17
9999,0,Success,东北风,微风,9.2,56,,200,7.4,2023/2/27 18:05,晴,20230227,18
9999,0,Success,东南风,微风,8.6,61,,200,6.8,2023/2/27 19:05,晴,20230227,19
9999,0,Success,东南风,微风,7.7,67,,200,6,2023/2/27 20:05,晴,20230227,20
9999,0,Success,东北风,微风,7.2,74,,200,5.6,2023/2/27 21:05,晴,20230227,21
9999,0,Success,9999,微风,6.8,79,,200,5.5,2023/2/27 22:05,晴,20230227,22
9999,0,Success,9999,微风,6.8,82,,200,5.6,2023/2/27 23:05,晴,20230227,23
9999,0,Success,西北风,微风,6.9,83,,200,5.4,2023/2/28 00:05,晴,20230228,0
9999,0,Success,9999,微风,6.9,85,,200,5.8,2023/2/28 01:05,晴,20230228,1
9999,0,Success,9999,微风,6.8,88,,200,5.7,2023/2/28 02:05,晴,20230228,2
9999,0,Success,东北风,微风,6.6,90,,200,5.3,2023/2/28 03:05,晴,20230228,3
9999,0,Success,9999,微风,6.3,92,,200,5.1,2023/2/28 04:05,晴,20230228,4
9999,0,Success,西北风,微风,6.1,94,,200,4.9,2023/2/28 05:05,晴,20230228,5
9999,0,Success,9999,微风,6.1,96,,200,5.1,2023/2/28 06:05,晴,20230228,6
9999,0,Success,西北风,微风,6.2,98,,200,5,2023/2/28 07:05,晴,20230228,7
9999,0,Success,东北风,微风,7.8,93,,200,6.3,2023/2/28 08:05,晴,20230228,8
9999,0,Success,东北风,微风,11.1,77,,200,9.7,2023/2/28 09:05,晴,20230228,9
9999,0,Success,东风,微风,14.3,55,,200,12.3,2023/2/28 10:05,晴,20230228,10
9999,0,Success,西北风,微风,16,47,,200,14.6,2023/2/28 11:05,晴,20230228,11
9999,0,Success,西北风,微风,16.8,45,,200,15.2,2023/2/28 12:05,晴,20230228,12
9999,0,Success,西北风,微风,17.6,40,,200,16.2,2023/2/28 13:05,晴,20230228,13
